python-4/xml_etree_cElementTree-segmentation_fault	NOREPRO	?	;
python-5/_ast-segmentation_fault	NOREPRO	?	;
python-5/_py_warnings-segmentation_fault	SIGSEGV	method_vectorcall_O@Objects/descrobject.c:476	method_vectorcall_O@Objects/descrobject.c:476;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;_PyEval_EvalFrameDefault@Python/generated_cases.c.h:1906;
python-5/_codecs-segmentation_fault-exitcode1	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-4/zipapp-segmentation_fault	SIGABRT	fatal_error_exit@Python/pylifecycle.c:3517	fatal_error_exit@Python/pylifecycle.c:3517;fatal_error@Python/pylifecycle.c:3742;_Py_FatalErrorFunc@Python/pylifecycle.c:3765;
python-4/fractions-segmentation_fault	NOREPRO	?	;
python-5/_pyio-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/_pydecimal-segmentation_fault	SIGSEGV	method_vectorcall_O@Objects/descrobject.c:476	method_vectorcall_O@Objects/descrobject.c:476;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;_PyEval_EvalFrameDefault@Python/generated_cases.c.h:1906;
python-5/_pydecimal-segmentation_fault-exitcode1	SIGSEGV	method_vectorcall_O@Objects/descrobject.c:476	method_vectorcall_O@Objects/descrobject.c:476;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;_PyEval_EvalFrameDefault@Python/generated_cases.c.h:1906;
python-5/_pylong-segmentation_fault-2	SIGSEGV	method_vectorcall_NOARGS@Objects/descrobject.c:448	method_vectorcall_NOARGS@Objects/descrobject.c:448;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;_PyEval_EvalFrameDefault@Python/generated_cases.c.h:1906;
